"fid","hospital_name","address","address2","city","state","zip","telephone","type","status","population","county","country","latitude","longitude","website","state_id","beds","trauma","helipad","caring_system","funding","affilition","regular_beds","nicu_beds","opened","pediatric_trauma_level","nicu_level","ranked_specialties","childrens_hospital"
5363,"North Valley Hospital","1600 Hospital Way","Not Available","Whitefish","MT",59937,"(406) 863-3500","Critical Access","Open",25,"Flathead","US","48.3803","-114.331","www.nvhosp.org","Not Available",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5364,"Victory Medical Center Southcross","4243 East Southcross Boulevard","Not Available","San Antonio","TX",78222,"Not Available","General Acute Care Hospital","Open",20,"BEXAR","US","29.3754","-98.4118","http://victory-healthcare.com/southcross/","Not Available",20,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5365,"Kindred Hospital Dallas Central","8050 Meadow Road, First Floor","Not Available","Dallas","TX",75231,"Not Available","General Acute Care Hospital","Open",60,"DALLAS","US","32.887","-96.7674","http://www.khdallascentral.com/","Not Available",60,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5366,"Red River Hospital","1505 8th Street","Not Available","Wichita Falls","TX",76301,"Not Available","Psychiatric Hospital","Open",74,"WICHITA","US","33.9063","-98.5013","http://www.redriverhospital.com","Not Available",74,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5367,"Christiana Care-Wilmington Hospital","501 W 14Th St 19801","Not Available","Wilmington","DE",19801,"Not Available","General Acute Care Hospital","Open",241,"New Castle","US","39.7515","-75.5497","http://www.christianacare.org/homepage.cfm","382294",241,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5368,"Northeast Montana Health Services","315 Knapp Street","Not Available","Wolf Point","MT",59201,"(406) 653-6500","General Acute Care Hospital","Open",0,"Roosevelt","US","48.1013","-105.642","http://nemontanahealthservices.homestead.com/","Not Available",0,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5369,"Foundation Surgical Hospital of San Antonio","9522 Huebner Road","Not Available","San Antonio","TX",78240,"Not Available","General Acute Care Hospital","Open",20,"BEXAR","US","29.5301","-98.5902","http://www.fshsanantonio.com/","Not Available",20,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5370,"Hickory Trail Hospital","2000 North Old Hickory Trail","Not Available","De Soto","TX",75115,"Not Available","Psychiatric Hospital","Open",84,"DALLAS","US","32.6283","-96.8649","http://www.hickorytrail.com","Not Available",84,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5371,"Memorial Hermann Northeast Hospital","18951 Memorial North","Not Available","Humble","TX",77091,"Not Available","General Acute Care Hospital","Open",255,"HARRIS","US","29.9957","-95.2761","http://www.memorialhermann.org/locations/northeast/","Not Available",255,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5372,"HEALTHSOUTH Rehabilitation Hospital of Wichita Falls","3901 Armory Road","Not Available","Wichita Falls","TX",76302,"Not Available","Rehabilitation Hospital","Open",63,"WICHITA","US","33.874","-98.4846","http://www.healthsouthwichitafalls.com","Not Available",63,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5373,"Alfred I. Dupont Hospital For Children","1600 Rockland Rd 19803","Not Available","Wilmington","DE",19803,"Not Available","General Acute Care Hospital","Open",200,"New Castle","US","39.7794","-75.5553","http://www.nemours.org/about/location/nchaidhc.html","413215",200,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5374,"Select Specialty Hospital - South Dallas","800 Kirnwood Drive","Not Available","De Soto","TX",75115,"Not Available","General Acute Care Hospital","Open",100,"DALLAS","US","32.6423","-96.8753","http://southdallas.selectspecialtyhospitals.com/","Not Available",100,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5375,"United Regional Health Care System","1600 11th Street","Not Available","Wichita Falls","TX",76301,"Not Available","General Acute Care Hospital","Open",325,"WICHITA","US","33.9026","-98.5019","http://www.urhcs.org","Not Available",325,"II","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5376,"Liberty Medical Center","Hwy 223 & Monroe","Not Available","Chester","MT",59522,"(406) 759-5181","General Acute Care Hospital","Open",25,"Liberty","US","48.5101","-110.972","http://www.lchnh.org","Not Available",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5377,"Methodist Stone Oak Hospital","1139 East Sonterra Boulevard","Not Available","San Antonio","TX",78258,"Not Available","General Acute Care Hospital","Open",42,"BEXAR","US","29.6159","-98.4746","http://www.stoneoakhealth.com","Not Available",42,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5378,"St. Luke's Hospital at the Vintage","20171 Chasewood Park Drive","Not Available","Houston","TX",77342,"Not Available","General Acute Care Hospital","Open",123,"HARRIS","US","29.9893","-95.5676","http://www.stlukesvintage.com/","Not Available",123,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5379,"Christiana Care-Christiana Hospital","4755 Ogletown Stanton Rd 19713","Not Available","Newark","DE",19713,"Not Available","General Acute Care Hospital","Open",913,"New Castle","US","39.6875","-75.6691","http://www.christianacare.org/ChristianaHospital","316018",913,"I","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5380,"Wise Regional Health System","2000 South FM 51","Not Available","Decatur","TX",76234,"Not Available","General Acute Care Hospital","Open",148,"WISE","US","33.2173","-97.5937","http://www.wiseregional.com","Not Available",148,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5381,"Texas Specialty Hospital at  Wichita Falls","1103 Grace Street","Not Available","Wichita Falls","TX",76301,"Not Available","Long Term Care Hospital","Open",31,"WICHITA","US","33.9029","-98.4994",NULL,"Not Available",31,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5382,"Stillwater Hospital Association Inc","710 North 11Th St","Not Available","Columbus","MT",59019,"(406) 322-5316","General Acute Care Hospital","Open",23,"Stillwater","US","45.6431","-109.259","http://www.billingsclinic.com","Not Available",23,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5762,"Frio Regional Hospital","200 IH 35 South","Not Available","Pearsall","TX",78061,"Not Available","General Acute Care Hospital","Open",22,"FRIO","US","28.8964","-99.1172","http://www.frioregionalhospital.com","Not Available",22,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5383,"Texsan Heart Hospital","6700 IH 10 West","Not Available","San Antonio","TX",78201,"Not Available","General Acute Care Hospital","Open",9,"BEXAR","US","29.4898","-98.5476","http://sahealth.com/locations/methodist-texsan-hospital/","Not Available",9,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5384,"St. Francis Hospital","701 N Clayton St 19805","Not Available","Wilmington","DE",19805,"Not Available","General Acute Care Hospital","Open",224,"New Castle","US","39.7499","-75.5669","http://www.stfrancishealthcare.org","380946",224,"IV","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5385,"Val Verde Regional Medical Center","801 Bedell Avenue","Not Available","Del Rio","TX",78840,"Not Available","General Acute Care Hospital","Open",93,"VAL VERDE","US","29.3751","-100.893","http://www.vvrmc.org","Not Available",93,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5386,"Gulf Coast Medical Center","10141 US 59 Road","Not Available","Wharton","TX",77488,"Not Available","General Acute Care Hospital","Open",161,"WHARTON","US","29.3287","-96.1175","http://www.gulfcoastmedical.com","Not Available",161,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5387,"HEALTHSOUTH Rehabilitation Hospital of Humble","19002 McKay Drive","Not Available","Humble","TX",77338,"Not Available","General Acute Care Hospital","Open",68,"HARRIS","US","29.9937","-95.2774","http://www.healthsouthhumble.com/","Not Available",68,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5388,"Deer Lodge Medical Center","1100 Hollenback Lane","Not Available","Deer Lodge","MT",59722,"(406) 846-2212","General Acute Care Hospital","Open",16,"Powell","US","46.4133","-112.727","http://www.pcmh.org","Not Available",16,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5389,"Select Rehabilitation Hospital of San Antonio","19126 Stonehue","Not Available","San Antonio","TX",78258,"Not Available","General Acute Care Hospital","Open",18,"BEXAR","US","29.6282","-98.4924","http://www.sanantonio-rehab.com/","Not Available",18,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5390,"Wilmington Veterans Affairs Medical Center","1601 Kirkwood Hwy 19805","Not Available","Wilmington","DE",19805,"Not Available","Military Hospital","Open",60,"New Castle","US","39.7401","-75.6063","http://www.wilmington.va.gov/","362139",60,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5391,"Denton Regional Medical Center","3535 South Interstate 35 East","Not Available","Denton","TX",76210,"Not Available","General Acute Care Hospital","Open",208,"DENTON","US","33.1779","-97.0914","http://www.dentonregional.com","Not Available",208,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5392,"Icon Hospital","19211 McKay Drive","Not Available","Humble","TX",77338,"Not Available","Long Term Care Hospital","Open",42,"HARRIS","US","29.9986","-95.2763","http://www.acuityhealthcare.net","Not Available",42,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5393,"Granite County Medical Center","310 Sansome","Not Available","Philipsburg","MT",59858,"(406) 859-3271","General Acute Care Hospital","Open",9,"Granite","US","46.3301","-113.294","http://gcmedcenter.org/","Not Available",9,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5394,"Parkview Hospital","901 South Sweetwater Street","Not Available","Wheeler","TX",79096,"Not Available","General Acute Care Hospital","Open",16,"WHEELER","US","35.4394","-100.27","http://www.parkviewhosp.org","Not Available",16,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5395,"Memorial Medical Center - San Augustine","511 E Hospital Street","Not Available","San Augustine","TX",75972,"Not Available","General Acute Care Hospital","Open",120,"SAN AUGUSTINE","US","31.5326","-94.103","http://www.memorialhealth.org","Not Available",120,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5396,"Delaware Psychiatric Center","1901 N Dupont Hwy 19720","Not Available","New Castle","DE",19720,"Not Available","Psychiatric Hospital","Open",224,"New Castle","US","39.7013","-75.577","http://dhss.delaware.gov/dhss/dsamh/dpc.html","325247",224,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5397,"Texoma Medical Center","5016 South US Highway 75","Not Available","Denison","TX",75020,"Not Available","General Acute Care Hospital","Open",251,"GRAYSON","US","33.7099","-96.585","http://www.texomamedicalcenter.net","Not Available",251,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5398,"Texas Health Presbyterian Hospital Denton","3000 I-35","Not Available","Denton","TX",76201,"Not Available","General Acute Care Hospital","Open",255,"DENTON","US","33.2176","-97.1666","http://www.dentonhospital.com","Not Available",255,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5399,"Lake Whitney Medical Center","200 North San Jacinto Street","Not Available","Whitney","TX",76692,"Not Available","General Acute Care Hospital","Open",49,"HILL","US","31.9509","-97.3198","http://lakewhitneychamber.com/","Not Available",49,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5400,"Rockford Center","100 Rockford Dr 19713","Not Available","Newark","DE",19713,"Not Available","Psychiatric Hospital","Open",92,"New Castle","US","39.6953","-75.661","http://www.rockfordcenter.com/","320637",92,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5401,"Poplar Community Hospital","211 H Street East","Not Available","Poplar","MT",59255,"(406) 768-3452","General Acute Care Hospital","Open",20,"Roosevelt","US","48.1153","-105.193","http://www.nemhs.net","Not Available",20,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5402,"Central Texas Medical Center","1301 Wonder World Drive","Not Available","San Marcos","TX",78666,"Not Available","General Acute Care Hospital","Open",178,"HAYS","US","29.8526","-97.9459","http://www.ctmc.org","Not Available",178,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5403,"North Texas Hospital","2801 South Mahill Road","Not Available","Denton","TX",76208,"Not Available","General Acute Care Hospital","Open",16,"DENTON","US","33.1768","-97.0873","http://www.northtexashospital.com","Not Available",16,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5404,"Kell West Regional Hospital","5420 Kell Boulevard West","Not Available","Wichita Falls","TX",76310,"Not Available","General Acute Care Hospital","Open",41,"WICHITA","US","33.873","-98.5803","http://www.kellwest.com","Not Available",41,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5405,"Select Specialty Hospital of Wilmington","701 N Clayton St 19805","Not Available","Wilmington","DE",19805,"Not Available","Long Term Care Hospital","Open",35,"New Castle","US","39.75","-75.5667","http://wilmington.selectspecialtyhospitals.com/","380946",35,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5406,"University Behavioral Health of Denton","2026 West University","Not Available","Denton","TX",76201,"Not Available","Psychiatric Hospital","Open",104,"DENTON","US","33.2314","-97.1564","http://www.ubhdenton.net","Not Available",104,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5407,"Advanced Care Hospital Of Montana","3528 Gabel Road","Not Available","Billings","MT",59102,"(406) 651-8800","Long Term Care Hospital","Open",40,"Yellowstone","US","45.7431","-108.605","http://www.achm.ernesthealth.com","659",40,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5408,"Guadalupe Regional Medical Center","1215 East Court Street","Not Available","Seguin","TX",78155,"Not Available","General Acute Care Hospital","Open",125,"GUADALUPE","US","29.568","-97.9472","http://www.grmedcenter.com","Not Available",125,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5409,"Winnie Community Hospital","538 Broadway","Not Available","Winnie","TX",77665,"Not Available","General Acute Care Hospital","Open",25,"CHAMBERS","US","29.8197","-94.3764","http://www.winniehospital.com","Not Available",25,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5410,"Bayhealth Kent General Hospital","640 S State St 19901","Not Available","Dover","DE",19901,"Not Available","General Acute Care Hospital","Open",236,"Kent","US","39.1508","-75.5237","http://www.bayhealth.org/Home/Facilities/tabid/57/tabid/90/default.aspx","177818",236,"III","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5411,"Mayhill Hospital","2809 South Mayhill Road","Not Available","Denton","TX",76208,"Not Available","Psychiatric Hospital","Open",60,"DENTON","US","33.1758","-97.087","http://www.mayhillhospital.com","Not Available",60,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5412,"Humble Surgical Hospital","1475 FM 1960 Bypass East","Not Available","Humble","TX",77338,"Not Available","General Acute Care Hospital","Open",54,"HARRIS","US","30.0049","-95.2524","http://www.humble-surgical.com/","Not Available",54,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5413,"Billings Clinic","2800 10Th Ave N","Not Available","Billings","MT",59101,"(406) 657-4000","General Acute Care Hospital","Open",388,"Yellowstone","US","45.7895","-108.513","http://www.billingsclinic.com","604",388,"II","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5414,"Memorial Hospital","209 Northwest 8th Street","Not Available","Seminole","TX",79360,"Not Available","General Acute Care Hospital","Open",125,"GAINES","US","32.7218","-102.655","http://www.seminolehospitaldistrict.com","Not Available",125,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5415,"Mother Frances Hospital - Winnsboro","719 West Coke Road","Not Available","Winnsboro","TX",75494,"Not Available","General Acute Care Hospital","Open",35,"WOOD","US","32.9447","-95.3072","http://www.tmfhs.org","Not Available",35,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5416,"Dover Behavioral Health System","725 Horsepond Rd 19901","Not Available","Dover","DE",19901,"Not Available","Psychiatric Hospital","Open",52,"Kent","US","39.1537","-75.4843","http://www.doverbehavioral.com/","178421",52,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5417,"Integrity Transitional Hospital","2813 South Mayhill Road","Not Available","Denton","TX",76208,"Not Available","Long Term Care Hospital","Open",54,"DENTON","US","33.1743","-97.087","http://www.ithdenton.com","Not Available",54,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5418,"Huntsville Memorial Hospital","110 Memorial Hospital Drive","Not Available","Huntsville","TX",77338,"Not Available","General Acute Care Hospital","Open",86,"WALKER","US","30.6986","-95.559","http://www.huntsvillememorial.com","Not Available",86,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5419,"North Runnels Hospital","7821 Texas 153","Not Available","Winters","TX",79567,"Not Available","General Acute Care Hospital","Open",25,"RUNNELS","US","31.9492","-99.9592",NULL,"Not Available",25,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5420,"Alaska Psychiatric Institute","3700 Piper Street","Not Available","Anchorage","AK",99508,"(907) 269-7100","Psychiatric Hospital","Open",80,"Anchorage","US","61.1851","-149.83","http://dhss.alaska.gov/dbh/Pages/api/default.aspx","Not Available",80,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5421,"Select Rehabilitation Hospital of Denton","2620 Scripture Street","Not Available","Denton","TX",76201,"Not Available","Rehabilitation Hospital","Open",44,"DENTON","US","33.2199","-97.1677","http://www.selectrehab-denton.com/","Not Available",44,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5422,"St Vincent Health Care","1233 North 30Th Street","Not Available","Billings","MT",59107,"(406) 237-3065","General Acute Care Hospital","Open",249,"Yellowstone","US","45.7935","-108.519","http://www.svh-mt.org","606",249,"II","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5423,"Seymour Hospital","200 Stadium Drive","Not Available","Seymour","TX",76380,"Not Available","General Acute Care Hospital","Open",49,"BAYLOR","US","33.5901","-99.2487","http://www.seymourhospital.com/","Not Available",49,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5424,"Northstar Hospital","2530 DeBarr Road","Not Available","Anchorage","AK",99508,"(907) 258-7575","Psychiatric Hospital","Open",200,"Anchorage","US","61.2079","-149.833","www.northstarbehavioral.com","Not Available",200,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5425,"Yoakum County Hospital","412 Mustang Drive","Not Available","Denver City","TX",79323,"Not Available","General Acute Care Hospital","Open",24,"YOAKUM","US","32.9687","-102.836","http://www.ych.us","Not Available",24,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5426,"Benefis Health Care (East Campus)","1101 26Th St S","Not Available","Great Falls","MT",59405,"(406) 455-5000","General Acute Care Hospital","Open",422,"Cascade","US","47.4916","-111.261","www.benefis.org","625",422,"II","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5427,"Tyler County Hospital","1100 West Bluff Street","Not Available","Woodville","TX",75979,"Not Available","General Acute Care Hospital","Open",49,"TYLER","US","30.7762","-94.4276","http://www.tchospital.us","Not Available",49,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5428,"Shamrock General Hospital","1000 South Main Street","Not Available","Shamrock","TX",79079,"Not Available","General Acute Care Hospital","Open",49,"WHEELER","US","35.1991","-100.248",NULL,"Not Available",49,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5429,"South Peninsula Hospital","4300 Bartlett Street","Not Available","Homer","AK",99603,"(907) 235-8101","General Acute Care Hospital","Open",50,"Kenai Peninsula","US","59.6525","-151.55","http://www.sphosp.com/","Not Available",50,"IV","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5430,"Yoakum Community Hospital","1200 Carl Ramert Drive","Not Available","Yoakum","TX",77995,"Not Available","General Acute Care Hospital","Open",25,"LAVACA","US","29.3069","-97.1291","http://www.yoakumhospital.org","Not Available",25,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5431,"Community General Hospital of Dilley Texas","230 West Miller Street","Not Available","Dilley","TX",78017,"Not Available","General Acute Care Hospital","Open",18,"FRIO","US","28.6709","-99.1748",NULL,"Not Available",18,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5432,"Great Falls Clinic Medical Center","1411 9Th St South","Not Available","Great Falls","MT",59405,"(406) 216-8000","General Acute Care Hospital","Open",20,"Cascade","US","47.4894","-111.291","http://www.greatfallsclinicmedicalcenter.com","820",20,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5433,"Nexus Specialty Hospital-Shenandoah Campus","123 Vision Park Drive","Not Available","Shenandoah","TX",77384,"Not Available","Long Term Care Hospital","Open",54,"MONTGOMERY","US","30.1887","-95.4601","http://www.nexusspecialty.com","Not Available",54,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5434,"Green Oaks Hospital","7808 Clodus Fields Drive","Not Available","Dallas","TX",75251,"Not Available","Psychiatric Hospital","Open",106,"DALLAS","US","32.9132","-96.7718","http://www.greenoakspsych.com","Not Available",106,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5435,"Plains Memorial Hospital","310 West Halsell Street","Not Available","Dimmitt","TX",79027,"Not Available","General Acute Care Hospital","Open",25,"CASTRO","US","34.5561","-102.316","http://www.plainsmemorial.com","Not Available",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5436,"Ketchikan General Hospital","3100 Tongass Avenue","Not Available","Ketchikan","AK",99901,"(907) 225-5171","General Acute Care Hospital","Open",54,"Ketchikan Gateway","US","55.3537","-131.686","www.peacehealth.org","Not Available",54,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5437,"Shodair Childrens Hospital","2755 Colonial Dr","Not Available","Helena","MT",59604,"(406) 444-7500","General Acute Care Hospital","Open",88,"Lewis and Clark","US","46.5824","-111.989","http://www.shodairhospital.org","631",88,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5438,"LifeCare Hospitals of Dallas","6161 Harry Hines Boulevard, Suite 100","Not Available","Dallas","TX",75235,"Not Available","Long Term Care Hospital","Open",60,"DALLAS","US","32.8189","-96.847","http://www.lifecare-hospitals.com/hospital/dallas","Not Available",60,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5439,"Reliant Rehabilitation Hospital North Houston","117 Vision Park Boulevard","Not Available","Shenandoah","TX",77384,"Not Available","Rehabilitation Hospital","Open",60,"MONTGOMERY","US","30.1901","-95.4585","http://reliantnorthhouston.com/","Not Available",60,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5440,"Memorial Hospital","224 East 2nd Street","Not Available","Dumas","TX",79029,"Not Available","General Acute Care Hospital","Open",60,"MOORE","US","35.8646","-101.971","http://www.mchd.net/getpage.php?name=about","Not Available",60,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5763,"Pleasant Valley Hospital","2520 Valley Drive","Not Available","Point Pleasant","WV",25550,"(304) 675-4340","General Acute Care Hospital","Open",201,"Mason","US","38.8691","-82.1232","http://www.pvalley.org","201031",201,"IV","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5441,"Providence Seward Medical Center","417 1st Avenue","Not Available","Seward","AK",99664,"(907) 224-5241","General Acute Care Hospital","Open",46,"Kenai Peninsula","US","60.1051","-149.446","www.providence.org/alaska/default.htm","Not Available",46,"IV","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5442,"Kalispell Regional Medical Center","320 Sunnyview Ln","Not Available","Kalispell","MT",59901,"(406) 752-5111","General Acute Care Hospital","Open",163,"Flathead","US","48.2139","-114.324","http://www.krmc.org","633",163,"III","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5443,"Central Peninsula General Hospital","250 Hospital Place","Not Available","Soldotna","AK",99669,"(907) 714-4404","General Acute Care Hospital","Open",108,"Kenai Peninsula","US","60.4932","-151.078","www.cpgh.org","Not Available",108,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5444,"Texas Health Presbyterian Hospital - WNJ","500 North Highland Avenue","Not Available","Sherman","TX",75092,"Not Available","General Acute Care Hospital","Open",241,"GRAYSON","US","33.6372","-96.6238","http://www.wnj.org","Not Available",241,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5445,"Bozeman Deaconess Hospital","915 Highland Blvd","Not Available","Bozeman","MT",59715,"(406) 585-5000","General Acute Care Hospital","Open",70,"Gallatin","US","45.6701","-111.02","http://www.bozemandeaconess.org","607",70,"III","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5446,"Rice Medical Center","600 Austin Road","Not Available","Eagle Lake","TX",77434,"Not Available","Critical Access","Open",25,"COLORADO","US","29.5877","-96.3453","http://www.ricemedicalcenter.net/","Not Available",25,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5447,"Texas Institute for Surgery at Texas Health Presbyterian Dallas","7115 Greenville Avenue","Not Available","Dallas","TX",75231,"Not Available","General Acute Care Hospital","Open",9,"DALLAS","US","32.8769","-96.7622","http://www.texasinstituteforsurgery.com","Not Available",9,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
