hospital_name,address,city,state,zip,type,status,population,county,country,latitude,longitude,website,beds,trauma,helipad,childrens hospital
DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,85 EAST NEWTON ST,BOSTON,MA,2118,PSYCHIATRIC,OPEN,-999,SUFFOLK,USA,42.33626713,-71.07069042,http://www.mass.gov/eohhs/provider/guidelines-resources/clinical-treatment/mental-health/dmh-offices/metro-southeast-boston-office.html,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
CAMBRIDGE HEALTH ALLIANCE - WHIDDEN MEMORIAL CAMPUS,103 GARLAND STREET,EVERETT,MA,2149,GENERAL ACUTE CARE,OPEN,-999,MIDDLESEX,USA,42.4093,-71.0394,http://www.challiance.org/Locations/WhiddenHospitalCampus.aspx,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
CARITAS CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,2124,GENERAL ACUTE CARE,OPEN,159,SUFFOLK,USA,42.2775,-71.0654,http://steward.org/Carney-Hospital,159.0,NOT AVAILABLE,NOT AVAILABLE,nan
FAIRLAWN REHABILITATION HOSPITAL,189 MAY STREET,WORCESTER,MA,1602,REHABILITATION,OPEN,110,WORCESTER,USA,42.26010659,-71.83538585,http://www.fairlawnrehab.org/,110.0,NOT AVAILABLE,NOT AVAILABLE,nan
HEALTHSOUTH NEW ENGLAND REH AT LOWELL,"1071 VARNUM AVENUE,GROUND FLOOR",LOWELL,MA,1854,REHABILITATION,OPEN,22,MIDDLESEX,USA,42.64518936,-71.36692968,http://healthsouthnewengland.com/en/our-hospital/Lowell-location,22.0,NOT AVAILABLE,N,nan
HEALTHSOUTH NEW ENGLAND REHABILITATION HOSPITAL,2 REHABILITATION WAY,WOBURN,MA,1801,REHABILITATION,OPEN,168,MIDDLESEX,USA,42.46344406,-71.1619463,http://www.healthsouthnewengland.com/,168.0,NOT AVAILABLE,N,nan
HEBREW REHABILITATION CENTER,1200 CENTRE ST,BOSTON,MA,2131,REHABILITATION,OPEN,455,SUFFOLK,USA,42.29680056,-71.13179781,http://www.hebrewseniorlife.org/healthcare,455.0,NOT AVAILABLE,NOT AVAILABLE,nan
HEBREW REHABILITATION CENTER AT DEDHAM,7000 GREAT MEADOW ROAD,DEDHAM,MA,2026,REHABILITATION,OPEN,220,NORFOLK,USA,42.26653577,-71.19502243,http://www.hebrewseniorlife.org/dedham-mass-long-term-care,220.0,NOT AVAILABLE,N,nan
LEMUEL SATTUCK HOSPITAL,170 MORTON ST,BOSTON,MA,2130,PSYCHIATRIC,OPEN,255,SUFFOLK,USA,42.299581,-71.10174298,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/shattuck/,255.0,NOT AVAILABLE,NOT AVAILABLE,nan
HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS,60 HOSPITAL ROAD,LEOMINSTER,MA,1453,GENERAL ACUTE CARE,OPEN,122,WORCESTER,USA,42.5411,-71.7624,http://www.healthalliance.com,122.0,NOT AVAILABLE,Y,nan
FALMOUTH HOSPITAL,100 TER HEUN DRIVE,FALMOUTH,MA,2540,GENERAL ACUTE CARE,OPEN,95,BARNSTABLE,USA,41.5642,-70.6223,http://www.capecodhealth.org/hospitals-facilities/falmouth-hospital/,95.0,NOT AVAILABLE,Y,nan
HARRINGTON MEMORIAL HOSPITAL,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,GENERAL ACUTE CARE,OPEN,114,WORCESTER,USA,42.0786,-72.0421,http://www.harringtonhospital.org,114.0,NOT AVAILABLE,Y,nan
NEW ENGLAND SINAI HOSPITAL,"150 YORK STREET, PO BOX CS9105",STOUGHTON,MA,2072,REHABILITATION,OPEN,157,NORFOLK,USA,42.14462655,-71.09882863,https://www.newenglandsinai.org/,157.0,NOT AVAILABLE,NOT AVAILABLE,nan
LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,GENERAL ACUTE CARE,OPEN,239,MIDDLESEX,USA,42.6472,-71.3421,http://www.lowellgeneral.org,239.0,LEVEL III,Y,nan
MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,GENERAL ACUTE CARE,OPEN,79,MIDDLESEX,USA,42.3553,-71.5546,http://www.marlboroughhospital.org,79.0,NOT AVAILABLE,Y,nan
METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS,115 LINCOLN STREET,FRAMINGHAM,MA,1701,GENERAL ACUTE CARE,OPEN,155,MIDDLESEX,USA,42.2852,-71.4186,http://www.mwmc.com,155.0,NOT AVAILABLE,NOT AVAILABLE,nan
NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554,GENERAL ACUTE CARE,OPEN,19,NANTUCKET,USA,41.2752,-70.1008,http://www.nantuckethospital.org,19.0,NOT AVAILABLE,Y,nan
NORTH SHORE MEDICAL CENTER  - SALEM CAMPUS,81 HIGHLAND AVENUE,SALEM,MA,1970,GENERAL ACUTE CARE,OPEN,268,ESSEX,USA,42.5111,-70.9068,http://www.nsmc.partners.org,268.0,LEVEL III,Y,nan
SHRINERS' HOSPITAL FOR CHILDREN,51 BLOSSOM ST,BOSTON,MA,2114,CHILDREN,OPEN,30,SUFFOLK,USA,42.36309255,-71.06630188,http://www.shrinershospitalsforchildren.org/Locations/boston,30.0,NOT AVAILABLE,NOT AVAILABLE,nan
SHRINERS' HOSPITAL FOR CHILDREN,516 CAREW ST,SPRINGFIELD,MA,1104,CHILDREN,OPEN,40,HAMPDEN,USA,42.12131503,-72.59237295,http://www.shrinershospitalsforchildren.org/Locations/springfield,40.0,NOT AVAILABLE,NOT AVAILABLE,nan
SPRING VIEW HOSPITAL,320 LORETTO ROAD,LEBANON,KY,40033,GENERAL ACUTE CARE,OPEN,75,MARION,USA,37.56982888,-85.26145641,http://www.springviewhospital.com,75.0,NOT AVAILABLE,Y,nan
MONROE COUNTY MEDICAL CENTER,529 CAPP HARLAN RD,TOMPKINSVILLE,KY,42167,GENERAL ACUTE CARE,OPEN,49,MONROE,USA,36.6988825,-85.67646626,http://www.mcmccares.com,49.0,NOT AVAILABLE,Y,nan
SAINT JOSEPH MOUNT STERLING,225 FALCON DRIVE,MT. STERLING,KY,40353,GENERAL ACUTE CARE,OPEN,42,MONTGOMERY,USA,38.07712125,-83.9452558,http://www.sjhlex.org/system-locations-saint-joseph-mount-sterling-mount-sterling-ky,42.0,NOT AVAILABLE,NOT AVAILABLE,nan
MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE STREET,GREENVILLE,KY,42345,GENERAL ACUTE CARE,OPEN,90,MUHLENBERG,USA,37.19653539,-87.1892945,http://www.mchky.org,90.0,NOT AVAILABLE,NOT AVAILABLE,nan
CALDWELL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,PRINCETON,KY,42445,CRITICAL ACCESS,OPEN,25,CALDWELL,USA,37.11367431,-87.90960048,http://cmcky.org/,25.0,NOT AVAILABLE,Y,nan
T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,42141,GENERAL ACUTE CARE,OPEN,180,BARREN,USA,37.01139239,-85.90451397,http://www.tjsamson.org,180.0,NOT AVAILABLE,Y,nan
FLAGET MEMORIAL HOSPITAL,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,40004,GENERAL ACUTE CARE,OPEN,40,NELSON,USA,37.86165102,-85.52378583,http://www.flaget.com,40.0,NOT AVAILABLE,Y,nan
RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,GENERAL ACUTE CARE,OPEN,90,RICHLAND,USA,38.73654357,-88.07717289,http://www.richlandmemorial.com,90.0,NOT AVAILABLE,Y,nan
MORGAN COUNTY ARH HOSPITAL,476 LIBERTY ROAD,WEST LIBERTY,KY,41472,CRITICAL ACCESS,OPEN,25,MORGAN,USA,37.92003314,-83.26557551,http://www.arh.org,25.0,LEVEL IV,Y,nan
SARAH BUSH LINCOLN HEALTH CENTER,"1000 HEALTH CENTER DRIVE, P O BOX 372",MATTOON,IL,61938,GENERAL ACUTE CARE,OPEN,118,COLES,USA,39.48854118,-88.27310864,http://www.sarahbush.org,118.0,NOT AVAILABLE,Y,nan
ST. LUKE'S HOSPITAL - WARREN CAMPUS,185 ROSEBERRY STREET,PHILLIPSBURG,NJ,8865,GENERAL ACUTE CARE,OPEN,198,WARREN,USA,40.70220506,-75.17812041,http://www.warrenhospital.org/,198.0,NOT AVAILABLE,Y,nan
HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE STREET,HACKETTSTOWN,NJ,7840,GENERAL ACUTE CARE,OPEN,111,WARREN,USA,40.8616841,-74.81600774,http://www.hrmcnj.org,111.0,NOT AVAILABLE,Y,nan
LITTLE HILL ALINA LODGE,61 WARDS ROAD,BLAIRSTOWN,NJ,7825,SPECIAL,OPEN,-999,WARREN,USA,40.98150956,-74.93182335,http://www.alinalodge.org/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
PUSHMATAHA COUNTY-TOWN OF ANTLERS HOSPITAL AUTHORITY,510 EAST MAIN STREET,ANTLERS,OK,74523,GENERAL ACUTE CARE,OPEN,25,PUSHMATAHA,USA,34.23123227,-95.61473884,http://www.pushhospital.com,25.0,LEVEL IV,Y,nan
MCALESTER REGIONAL HEALTH CENTER,ONE CLARK BASS BOULEVARD,MCALESTER,OK,74501,GENERAL ACUTE CARE,OPEN,170,PITTSBURG,USA,34.93688174,-95.75092529,http://www.mrhcok.com,170.0,LEVEL III,Y,nan
ROLLING HILLS HOSPITAL,1000 ROLLING HILLS LANE,ADA,OK,74820,PSYCHIATRIC,OPEN,60,PONTOTOC,USA,34.78459567,-96.62745078,http://www.rollinghillshospital.com,60.0,NOT AVAILABLE,Y,nan
FAIRVIEW REGIONAL MEDICAL CENTER,523 EAST STATE ROAD,FAIRVIEW,OK,73737,CRITICAL ACCESS,OPEN,25,MAJOR,USA,36.27598778,-98.47452341,http://www.fairviewregional.net,25.0,LEVEL IV,Y,nan
ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,GENERAL ACUTE CARE,OPEN,38,KIOWA,USA,35.03777613,-99.09860687,www.elkviewhospital.com/,38.0,LEVEL IV,Y,nan
ALLIANCEHEALTH PONCA CITY,1900 NORTH 14TH STREET,PONCA CITY,OK,74601,GENERAL ACUTE CARE,OPEN,140,KAY,USA,36.72465909,-97.06835684,http://myalliancehealth.com/,140.0,LEVEL IV,Y,nan
EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,OK,74953,GENERAL ACUTE CARE,OPEN,43,LE FLORE,USA,35.0433335,-94.61213288,http://www.eomchospital.com,43.0,LEVEL IV,NOT AVAILABLE,nan
EDMOND -AMG SPECIALTY HOSPITAL,1100 EAST NINTH STREET,EDMOND,OK,73034,LONG TERM CARE,OPEN,37,OKLAHOMA,USA,35.64484388,-97.46539263,http://www.amgedmond.com/,37.0,NOT AVAILABLE,NOT AVAILABLE,nan
KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,GENERAL ACUTE CARE,OPEN,80,LEE,USA,41.84477843,-89.47889512,http://www.ksbhospital.com,80.0,NOT AVAILABLE,Y,nan
SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,GENERAL ACUTE CARE,OPEN,42,LIVINGSTON,USA,40.87099748,-88.67951509,http://www.osfsaintjames.org/,42.0,NOT AVAILABLE,Y,nan
LATIMER COUNTY GENERAL HOSPITAL,806 HIGHWAY 2 NORTH,WILBURTON,OK,74578,GENERAL ACUTE CARE,OPEN,33,LATIMER,USA,34.91947628,-95.32085573,http://www.lcghok.com/,33.0,LEVEL IV,Y,nan
MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,61455,GENERAL ACUTE CARE,OPEN,95,MCDONOUGH,USA,40.44716561,-90.66440647,http://www.mdh.org,95.0,NOT AVAILABLE,Y,nan
LAKESIDE WOMEN'S HOSPITAL,11200 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73120,GENERAL ACUTE CARE,OPEN,23,OKLAHOMA,USA,35.58394229,-97.58361293,http://www.lakeside-wh.net,23.0,NOT AVAILABLE,NOT AVAILABLE,nan
MCBRIDE ORTHOPEDIC HOSPITAL,9600 BROADWAY EXTENSION,OKLAHOMA CITY,OK,73114,SPECIAL,OPEN,74,OKLAHOMA,USA,35.56823049,-97.51175573,http://www.mcbrideclinicorthopedichospital.com,74.0,LEVEL IV,NOT AVAILABLE,nan
ALLIANCEHEALTH DEACONESS,5501 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73112,GENERAL ACUTE CARE,OPEN,238,OKLAHOMA,USA,35.52690674,-97.58413106,http://myalliancehealth.com/,238.0,LEVEL III,NOT AVAILABLE,nan
ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,GENERAL ACUTE CARE,OPEN,255,OKLAHOMA,USA,35.46674418,-97.39394091,http://myalliancehealth.com/,255.0,LEVEL III,NOT AVAILABLE,nan
"INTEGRIS BAPTIST MEDICAL CENTER, INC.",3300 NW EXPRESSWAY,OKLAHOMA CITY,OK,73112,GENERAL ACUTE CARE,OPEN,629,OKLAHOMA,USA,35.52937914,-97.57613488,http://www.integrisok.com,629.0,LEVEL III,Y,nan
NORTHWEST SURGICAL HOSPITAL,9204 NORTH MAY AVENUE,OKLAHOMA CITY,OK,73120,SPECIAL,OPEN,9,OKLAHOMA,USA,35.56409354,-97.56672459,http://nwsurgicalokc.com/,9.0,NOT AVAILABLE,NOT AVAILABLE,nan
"OKLAHOMA SPINE HOSPITAL, LLC",14101 PARKWAY COMMONS DRIVE,OKLAHOMA CITY,OK,73134,SPECIAL,OPEN,25,OKLAHOMA,USA,35.61450132,-97.5833,http://www.oklahomaspine.com,25.0,NOT AVAILABLE,NOT AVAILABLE,nan
INTEGRIS HEALTH EDMOND,4801 INTEGRIS PARKWAY,EDMOND,OK,73034,GENERAL ACUTE CARE,OPEN,40,OKLAHOMA,USA,35.64463527,-97.41836003,http://integrisok.com/edmond,40.0,LEVEL III,NOT AVAILABLE,nan
INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN,OKLAHOMA CITY,OK,73109,GENERAL ACUTE CARE,OPEN,352,OKLAHOMA,USA,35.42134346,-97.53377249,http://www.integris-health.com,352.0,LEVEL III,Y,nan
"MERCY HOSPITAL OKLAHOMA CITY, INC.",4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,GENERAL ACUTE CARE,OPEN,349,OKLAHOMA,USA,35.60677594,-97.59942789,http://www.mercy.net/practice/mercy-hospital-oklahoma-city,349.0,LEVEL III,Y,nan
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SPECIALTY,"8100 SOUTH WALKER,SUITE C",OKLAHOMA CITY,OK,73139,SPECIAL,OPEN,14,OKLAHOMA,USA,35.38522663,-97.5189761,http://www.ocomhospital.com,14.0,NOT AVAILABLE,NOT AVAILABLE,nan
MASON DISTRICT HOSPITAL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,62644,CRITICAL ACCESS,OPEN,20,MASON,USA,40.30542314,-90.0540907,http://www.masondistricthospital.org,20.0,NOT AVAILABLE,Y,nan
ST MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,GENERAL ACUTE CARE,OPEN,113,MARION,USA,38.53028143,-89.11720631,http://www.smgsi.com,113.0,NOT AVAILABLE,Y,nan
CUMBERLAND HALL HOSPITAL,270 WALTON WAY,HOPKINSVILLE,KY,42240,PSYCHIATRIC,OPEN,97,CHRISTIAN,USA,36.73825166,-87.46840333,http://www.cumberlandhallhospital.com,97.0,NOT AVAILABLE,NOT AVAILABLE,nan
JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,HOPKINSVILLE,KY,42241,GENERAL ACUTE CARE,OPEN,194,CHRISTIAN,USA,36.86118712,-87.49495125,http://www.jsmc.org,194.0,NOT AVAILABLE,Y,nan
WESTERN STATE HOSPITAL,2400 RUSSELLVILLE ROAD,HOPKINSVILLE,KY,42240,PSYCHIATRIC,OPEN,495,CHRISTIAN,USA,36.86466922,-87.45126672,http://ww2.westernstatehospital.org/?folio=9PO8QU3X6,495.0,NOT AVAILABLE,NOT AVAILABLE,nan
CARROLL COUNTY MEMORIAL HOSPITAL,309 ELEVENTH STREET,CARROLLTON,KY,41008,CRITICAL ACCESS,OPEN,25,CARROLL,USA,38.68031234,-85.1687861,http://www.ccmhosp.com,25.0,NOT AVAILABLE,Y,nan
PIKEVILLE MEDICAL CENTER,911 BYPASS RD,PIKEVILLE,KY,41501,GENERAL ACUTE CARE,OPEN,261,PIKE,USA,37.47124167,-82.5222475,http://www.pikevillehospital.org,261.0,LEVEL II,Y,nan
LAKE CUMBERLAND REGIONAL HOSPITAL,305 LANGDON STREET,SOMERSET,KY,42502,GENERAL ACUTE CARE,OPEN,295,PULASKI,USA,37.08600628,-84.62017705,http://www.lakecumberlandhospital.com,295.0,NOT AVAILABLE,Y,nan
OKLAHOMA HEART HOSPITAL,4050 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,SPECIAL,OPEN,99,OKLAHOMA,USA,35.60796726,-97.59705363,http://www.okheart.com,99.0,LEVEL IV,NOT AVAILABLE,nan
SELECT SPECIALTY HOSPITAL -OKLAHOMA CITY,3524 NW 56TH STREET,OKLAHOMA CITY,OK,73112,LONG TERM CARE,OPEN,72,OKLAHOMA,USA,35.52775685,-97.58061429,http://www.selectspecialtyhospitals.com/company/locations/oklahomacity.aspx,72.0,NOT AVAILABLE,NOT AVAILABLE,nan
OU MEDICAL CENTER -THE CHILDREN'S HOSPITAL,1200 CHILDREN'S AVE,OKLAHOMA CITY,OK,73104,CHILDREN,OPEN,314,OKLAHOMA,USA,35.48165324,-97.49610501,http://www.oumedicine.com/oumedicalcenter,314.0,LEVEL I PEDIATRIC,Y,nan
ST. ANTHONY HOSPITAL,1000 NORTH LEE STREET,OKLAHOMA CITY,OK,73102,GENERAL ACUTE CARE,OPEN,702,OKLAHOMA,USA,35.4779097,-97.52342971,http://www.saintsok.com,702.0,LEVEL III,Y,nan
CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,KY,40391,GENERAL ACUTE CARE,OPEN,54,CLARK,USA,38.00104322,-84.19551586,http://www.clarkregional.org,54.0,NOT AVAILABLE,Y,nan
HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,HAZARD,KY,41701,GENERAL ACUTE CARE,OPEN,358,PERRY,USA,37.27829795,-83.22788224,http://www.arh.org,358.0,NOT AVAILABLE,Y,nan
SURGICAL HOSPITAL OF OKLAHOMA,100 SE 59TH STREET,OKLAHOMA CITY,OK,73129,GENERAL ACUTE CARE,OPEN,12,OKLAHOMA,USA,35.40567403,-97.50933012,http://www.sh-ok.com/,12.0,NOT AVAILABLE,NOT AVAILABLE,nan
"SUMMIT MEDICAL CENTER, LLC",1800 S RENAISSANCE BOULEVARD,EDMOND,OK,73013,SPECIAL,OPEN,9,OKLAHOMA,USA,35.63507163,-97.49977105,http://www.summitmedcenter.com/,9.0,NOT AVAILABLE,NOT AVAILABLE,nan
THE CHILDREN'S CENTER,6800 NW 39TH EXPRESSWAY,BETHANY,OK,73008,CHILDREN,OPEN,120,OKLAHOMA,USA,35.51043963,-97.6333639,http://www.thechildrens-center.org,120.0,NOT AVAILABLE,NOT AVAILABLE,nan
TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,GENERAL ACUTE CARE,OPEN,113,PIKE,USA,37.67651064,-82.29702272,http://www.arh.org/locations/tug_valley.aspx,113.0,LEVEL IV,Y,nan
CEDAR RIDGE,6501 NE 50TH STREET,OKLAHOMA CITY,OK,73141,PSYCHIATRIC,OPEN,116,OKLAHOMA,USA,35.52293278,-97.41193749,http://www.cedarridgebhs.com,116.0,NOT AVAILABLE,NOT AVAILABLE,nan
ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,GENERAL ACUTE CARE,OPEN,-999,MCLEAN,USA,40.48267659,-88.9555622,http://www.osfstjoseph.org/,-999.0,LEVEL II,Y,nan
MERCY REHABILITATION HOSPITAL OKLAHOMA CITY,5401 WEST MEMORIAL RD,OKLAHOMA CITY,OK,73142,REHABILITATION,OPEN,50,OKLAHOMA,USA,35.61077805,-97.61509191,https://www.mercy.net/practice/mercy-rehabilitation-hospital-oklahoma-city,50.0,NOT AVAILABLE,NOT AVAILABLE,nan
COMMUNITY MEMORIAL HOSPITAL,400 CALDWELL,STAUNTON,IL,62088,CRITICAL ACCESS,OPEN,25,MACOUPIN,USA,39.01528071,-89.78938694,http://www.stauntonhospital.org,25.0,NOT AVAILABLE,Y,nan
DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,GENERAL ACUTE CARE,OPEN,188,MACON,USA,39.8672534,-88.96098295,http://www.dmhcares.org,188.0,LEVEL II,Y,nan
ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,GENERAL ACUTE CARE,OPEN,-999,MACON,USA,39.82745295,-88.93168263,https://www.stmarysdecatur.com/,-999.0,NOT AVAILABLE,Y,nan
ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002,GENERAL ACUTE CARE,OPEN,253,MADISON,USA,38.89958432,-90.15914964,http://www.altonmemorialhospital.org,253.0,NOT AVAILABLE,Y,nan
SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,GENERAL ACUTE CARE,OPEN,199,MADISON,USA,38.90799588,-90.17329338,http://www.sahc.org,199.0,NOT AVAILABLE,Y,nan
ONECORE HEALTH,"1044 SW 44TH STREET,SUITE 620",OKLAHOMA CITY,OK,73109,SPECIAL,OPEN,8,OKLAHOMA,USA,35.42037463,-97.53425265,http://onecorehealth.com/,8.0,NOT AVAILABLE,NOT AVAILABLE,nan
ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,GENERAL ACUTE CARE,OPEN,154,MADISON,USA,38.73677058,-89.94670768,http://www.andersonhospital.org,154.0,NOT AVAILABLE,Y,nan
CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,GENERAL ACUTE CARE,OPEN,173,MCHENRY,USA,42.31779814,-88.279468,http://www.centegra.org,173.0,LEVEL II,Y,nan
BROMENN HEALTHCARE,1304 FRANKLIN AVENUE,NORMAL,IL,61761,GENERAL ACUTE CARE,OPEN,200,MCLEAN,USA,40.49697098,-88.99085,www.advocatehealth.com/bromenn,200.0,LEVEL II,Y,nan
CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,60098,GENERAL ACUTE CARE,OPEN,135,MCHENRY,USA,42.27559742,-88.40080442,http://www.centegra.org,135.0,LEVEL II,Y,nan
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,219 S WASHINGTON ST,EASTON,MD,21601,GENERAL ACUTE CARE,OPEN,132,TALBOT,USA,38.76965106,-76.07685606,http://www.shorehealth.org/services/mhe/,132.0,NOT AVAILABLE,NOT AVAILABLE,nan
HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,3894,GENERAL ACUTE CARE,OPEN,25,CARROLL,USA,43.58173942,-71.2003641,http://www.hugginshospital.org,25.0,NOT AVAILABLE,Y,nan
MEMORIAL HOSPITAL,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,GENERAL ACUTE CARE,OPEN,25,CARROLL,USA,44.06181269,-71.1368538,http://www.conversehospital.com,25.0,NOT AVAILABLE,Y,nan
CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE,NH,3431,GENERAL ACUTE CARE,OPEN,169,CHESHIRE,USA,42.9488432,-72.2919009,http://www.cheshire-med.com,169.0,NOT AVAILABLE,Y,nan
SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,3264,GENERAL ACUTE CARE,OPEN,25,GRAFTON,USA,43.75773763,-71.69518793,http://www.spearehospital.com,25.0,NOT AVAILABLE,Y,nan
COTTAGE HOSPITAL,90 SWIFTWATER ROAD,WOODSVILLE,NH,3785,GENERAL ACUTE CARE,OPEN,25,GRAFTON,USA,44.13533816,-72.02342639,http://www.cottagehospital.org,25.0,IV,Y,nan
LITTLETON REGIONAL HEALTHCARE,600 ST. JOHNSBURY ROAD,LITTLETON,NH,3561,GENERAL ACUTE CARE,OPEN,25,GRAFTON,USA,44.31793388,-71.82555904,http://www.littletonhospital.org,25.0,NOT AVAILABLE,Y,nan
"MERCY HOSPITAL ARDMORE, INC",1011 14TH AVENUE NW,ARDMORE,OK,73401,GENERAL ACUTE CARE,OPEN,190,CARTER,USA,34.18896758,-97.14084275,http://www.mercyok.net,190.0,LEVEL III,Y,nan
ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,GENERAL ACUTE CARE,OPEN,25,GRAFTON,USA,43.63844773,-72.28600257,http://www.alicepeckday.org,25.0,NOT AVAILABLE,NOT AVAILABLE,nan
INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,GENERAL ACUTE CARE,OPEN,58,DELAWARE,USA,36.58128735,-94.75857669,http://www.integris-health.com,58.0,LEVEL IV,Y,nan
LAKES REGION GENERAL HOSPITAL,80 HIGHLAND STREET,LACONIA,NH,3246,GENERAL ACUTE CARE,OPEN,137,BELKNAP,USA,43.52855555,-71.46318101,http://www.lrgh.org,137.0,NOT AVAILABLE,NOT AVAILABLE,nan
CRITTENDEN COUNTY HOSPITAL,520 WEST GUM STREET,MARION,KY,42064,GENERAL ACUTE CARE,OPEN,48,CRITTENDEN,USA,37.32921123,-88.09257544,http://www.crittenden-health.org,48.0,NOT AVAILABLE,Y,nan
OWENSBORO HEALTH REGIONAL HOSPITAL,811 E PARRISH AVE,OWENSBORO,KY,42303,GENERAL ACUTE CARE,OPEN,447,DAVIESS,USA,37.76579187,-87.10232861,http://www.owensborohealth.org,447.0,LEVEL III TRAUMA,Y,nan
INTEGRIS BASS PAVILION,401 SOUTH THIRD STREET,ENID,OK,73701,GENERAL ACUTE CARE,OPEN,24,GARFIELD,USA,36.39263246,-97.87408924,http://www.integris-health.com/integris/en-us/locations/bass-enid,24.0,NOT AVAILABLE,NOT AVAILABLE,nan
RIVER VALLEY BEHAVIORAL HEALTH,1000 INDUSTRIAL DRIVE,OWENSBORO,KY,43202,PSYCHIATRIC,OPEN,80,DAVIESS,USA,37.78486692,-87.15764357,http://www.rvbh.com,80.0,NOT AVAILABLE,NOT AVAILABLE,nan
ADVENTIST BEHAVIORAL HEALTH EASTERN SHORE,821 FIELDCREST DRIVE,CAMBRIDGE,MD,21613,PSYCHIATRIC,OPEN,283,DORCHESTER,USA,38.54945363,-76.05799123,https://www.adventisthealthcare.com/ABH/locations/profile/?id=1092&searchId=dbe0e24b-f65e-e111-9894-e0cb4ef9b7ad,283.0,NOT AVAILABLE,NOT AVAILABLE,nan
INTEGRIS BASS BAPTIST HEALTH CENTER,600 SOUTH MONROE STREET,ENID,OK,73702,GENERAL ACUTE CARE,OPEN,183,GARFIELD,USA,36.39016529,-97.88742558,http://www.integris-health.com,183.0,LEVEL III,Y,nan
